2017112206p数字河道,监测时间：Lan7_2010-12-01_2011-1-01_NDWI_30m
"RS river width",95.68578049677643
"slop",0.0002103405000000000
"adjusted slop",0.0002103405000000000
"roughness coefficient",0.02000000000000000
" adjusted roughness coefficient",0.02000000000000000
"Water Level",3627.842476237632
"Water Depth",5.039311881187132
"velocity of flow",0.9848543493244727
" runoff",149.9505338561191
"factor of velocity",1.000000000000000
"Width error%",2.000000000000000
"section smooth factor",200.0000000000000
"Section area",152.2565585042830
"wetted perimeter length",96.19781045200081
"hydraulic radius",1.582744532218365
