2017112206p数字河道,监测时间：Lan7_2020-4-01_2020-5-01_NDWI_30m
"RS river width",49.92301591136162
"slop",0.0002103405000000000
"adjusted slop",0.0002103405000000000
"roughness coefficient",0.02000000000000000
" adjusted roughness coefficient",0.02000000000000000
"Water Level",3626.914952475250
"Water Depth",4.111788118805180
"velocity of flow",1.088997714688278
" runoff",101.7132166402766
"factor of velocity",1.000000000000000
"Width error%",2.000000000000000
"section smooth factor",200.0000000000000
"Section area",93.40076224989299
"wetted perimeter length",50.75246715925920
"hydraulic radius",1.840319643118140
