2017112304p数字河道,监测时间：Lan7_2014-7-01_2014-8-01_NDWI_30m
"RS river width",10.00000000000000
"slop",0.002300735400000000
"adjusted slop",0.002300735400000000
"roughness coefficient",0.02000000000000000
" adjusted roughness coefficient",0.02000000000000000
"Water Level",3128.901936000001
"Water Depth",0.1336039999973764
"velocity of flow",0.2839571189411755
" runoff",0.1100006714226548
"factor of velocity",1.000000000000000
"Width error%",2.000000000000000
"section smooth factor",50.00000000000000
"Section area",0.3873847989190314
"wetted perimeter length",9.508639981627841
"hydraulic radius",0.04074029510713610
