2017112304p数字河道,监测时间：Lan7_2005-4-01_2005-5-01_NDWI_30m
"RS river width",5.000000000000000
"slop",0.002300735400000000
"adjusted slop",0.002300735400000000
"roughness coefficient",0.02000000000000000
" adjusted roughness coefficient",0.02000000000000000
"Water Level",3128.901936000001
"Water Depth",0.1336039999973764
"velocity of flow",0.4297585374444095
" runoff",0.1617056312389332
"factor of velocity",1.000000000000000
"Width error%",2.000000000000000
"section smooth factor",50.00000000000000
"Section area",0.3762708990041886
"wetted perimeter length",4.960424464515192
"hydraulic radius",0.07585457690080227
